drug,trial,condition,sponsor,sponsor_class
Semaglutide,NCT06283667,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04152915,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04152915,Healthy Volunteers,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04777409,Early Alzheimer´s Disease,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT04777409,Early Alzheimer´s Disease,Novo Nordisk A/S,INDUSTRY
Oral semaglutide,NCT04017832,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Placebo (oral semaglutide),NCT04017832,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05443334,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Oral Semaglutide,NCT04601753,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT03929679,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05996848,Obesity or Overweight,Novo Nordisk A/S,INDUSTRY
Placebo Semaglutide,NCT05996848,Obesity or Overweight,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02607865,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02607865,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide (administered by DV3396 pen),NCT04012255,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide (administered by DV3396 pen),NCT04012255,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide (administered by PDS290 pen),NCT04012255,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide (administered by PDS290 pen),NCT04012255,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide 2.4 mg,NCT04982575,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT04982575,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
"Semaglutide B, 1.34 mg/mL",NCT05232708,"Healthy Volunteers (Diabetes Mellitus, Type 2)",Novo Nordisk A/S,INDUSTRY
"Semaglutide D, 1.0 mg/mL",NCT05232708,"Healthy Volunteers (Diabetes Mellitus, Type 2)",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03191396,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03191396,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01923181,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01923181,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04788511,Obesity,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT04788511,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05579249,Obesity,Novo Nordisk A/S,INDUSTRY
Oral Semaglutide,NCT04601740,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03010475,Healthy,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03010475,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03648281,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide 1 mg,NCT05259033,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02249871,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02249871,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02147431,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02147431,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06571383,Obesity,Novo Nordisk A/S,INDUSTRY
Oral semaglutide,NCT04097600,Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Oral semaglutide,NCT04097600,Healthy Volunteers,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05813912,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02016911,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02016911,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02016911,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04094415,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide 1.34 mg/mL,NCT05153564,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide 3.0 mg/mL,NCT05153564,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06403761,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Placebo semaglutide,NCT06403761,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05689372,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide 2.4 mg,NCT05040971,Obesity,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02305381,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02305381,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02877355,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02877355,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02172313,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02172313,Diabetes,Novo Nordisk A/S,INDUSTRY
Oral semaglutide,NCT05443568,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT04083820,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04228354,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04228354,Healthy Volunteers,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04228354,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04259801,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04259801,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04259801,Healthy Volunteers,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04259801,Overweight,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT04259801,Obesity,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT04259801,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT04259801,Healthy Volunteers,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT04259801,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03136484,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03136484,Diabetes,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT03136484,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT03136484,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04251156,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04251156,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04251156,Overweight,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT04251156,Obesity,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT04251156,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT04251156,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06717698,Chronic Kidney Disease,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT07087795,"Diabetes Mellitus, Type 1",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05755360,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide 2.4 mg,NCT04998136,Obesity,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide 2.4 mg),NCT04998136,Obesity,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT00851773,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT00851773,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03689374,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide J,NCT05478252,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide B,NCT05478252,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT00833716,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT00833716,Renal Impairment,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT00833716,Diabetes,Novo Nordisk A/S,INDUSTRY
Oral Semaglutide,NCT04513704,Healthy Volunteers Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide D,NCT05129891,Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide D,NCT05129891,Healthy Volunteers,Novo Nordisk A/S,INDUSTRY
Semaglutide D,NCT05129891,High Blood Cholesterol Levels,Novo Nordisk A/S,INDUSTRY
Semaglutide G,NCT05129891,Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide G,NCT05129891,Healthy Volunteers,Novo Nordisk A/S,INDUSTRY
Semaglutide G,NCT05129891,High Blood Cholesterol Levels,Novo Nordisk A/S,INDUSTRY
Semaglutide H,NCT05129891,Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide H,NCT05129891,Healthy Volunteers,Novo Nordisk A/S,INDUSTRY
Semaglutide H,NCT05129891,High Blood Cholesterol Levels,Novo Nordisk A/S,INDUSTRY
Semaglutide I,NCT05129891,Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide I,NCT05129891,Healthy Volunteers,Novo Nordisk A/S,INDUSTRY
Semaglutide I,NCT05129891,High Blood Cholesterol Levels,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05567796,Obesity,Novo Nordisk A/S,INDUSTRY
Placebo semaglutide,NCT05567796,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03707990,Obesity and Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05649137,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05649137,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Oral semaglutide,NCT04596631,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT04596631,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Oral Semaglutide,NCT04537637,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide 2.4 mg,NCT03552757,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide 2.4 mg,NCT03552757,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide 1.0 mg,NCT03552757,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide 1.0 mg,NCT03552757,Overweight,Novo Nordisk A/S,INDUSTRY
Placebo I (Semaglutide),NCT03552757,Obesity,Novo Nordisk A/S,INDUSTRY
Placebo I (Semaglutide),NCT03552757,Overweight,Novo Nordisk A/S,INDUSTRY
Placebo II (Semaglutide),NCT03552757,Obesity,Novo Nordisk A/S,INDUSTRY
Placebo II (Semaglutide),NCT03552757,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06351748,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02070510,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02070510,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03876015,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06097390,Healthy Participants,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05766709,Non-alcoholic Steatohepatitis,Novo Nordisk A/S,INDUSTRY
NNC0194-0499/Semaglutide A (40/3.20 mg/mL),NCT05766709,Non-alcoholic Steatohepatitis,Novo Nordisk A/S,INDUSTRY
NNC0194-0499/Semaglutide A (40/0.33mg/mL),NCT05766709,Non-alcoholic Steatohepatitis,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04878406,Healthy Volunteers Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Placebo (Semaglutide),NCT04878406,Healthy Volunteers Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide 3 mg,NCT03638778,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide 7 mg,NCT03638778,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide B 3 mg,NCT03638778,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide B 7 mg,NCT03638778,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide C 3 mg,NCT03638778,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide C 7 mg,NCT03638778,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide D 3 mg,NCT03638778,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide D 7 mg,NCT03638778,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04916470,"Heart Failure With Preserved Ejection Fraction (HFpEF) and Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Placebo (Semaglutide),NCT04916470,"Heart Failure With Preserved Ejection Fraction (HFpEF) and Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06083675,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
CagriSema (Cagrilintide B and Semaglutide I),NCT06797869,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
CagriSema (Cagrilintide B and Semaglutide I),NCT06797869,Diabetic Peripheral Neuropathy,Novo Nordisk A/S,INDUSTRY
Placebo matched to CagriSema (Cagrilintide B and Semaglutide I),NCT06797869,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Placebo matched to CagriSema (Cagrilintide B and Semaglutide I),NCT06797869,Diabetic Peripheral Neuropathy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT04940078,Obesity & Overweight,Novo Nordisk A/S,INDUSTRY
Cagrilintide and semaglutide,NCT04940078,Obesity & Overweight,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02773381,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02773381,Diabetes,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT03021187,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT03021187,Diabetes,Novo Nordisk A/S,INDUSTRY
"Semaglutide, 0.25 mg",NCT03611322,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
"Semaglutide, 0.5 mg",NCT03611322,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
"Semaglutide, 1.0 mg",NCT03611322,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
CagriSema (cagrilintide B and semaglutide I),NCT06716307,Obesity,Novo Nordisk A/S,INDUSTRY
semaglutide 2.4 mg,NCT05064735,Obesity,Novo Nordisk A/S,INDUSTRY
semaglutide 2.4 mg (placebo),NCT05064735,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide 2.4 mg and NNC0165-1875 2.0 mg,NCT04969939,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide 2.4 mg and placebo 2.0 mg,NCT04969939,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide 2.4 mg and NNC0165-1875 1.0 mg,NCT04969939,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide 2.4 mg and placebo 1.0 mg,NCT04969939,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05714683,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05514535,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05514535,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01572753,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01572753,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01572753,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04187300,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04187300,Overweight,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05144984,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT05144984,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04189848,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04189848,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04189848,Healthy Volunteers,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04189848,Overweight,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT05435677,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT05996874,Healthy Participants,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03548935,Metabolism and Nutrition Disorder,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03548935,Overweight or Obesity,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT03548935,Metabolism and Nutrition Disorder,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT03548935,Overweight or Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide 0.5 mg,NCT03061214,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide 0.5 mg,NCT03061214,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide 1.0 mg,NCT03061214,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide 1.0 mg,NCT03061214,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide placebo 0.5 mg,NCT03061214,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide placebo 0.5 mg,NCT03061214,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide placebo 1.0 mg,NCT03061214,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide placebo 1.0 mg,NCT03061214,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03466567,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT03466567,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide D Dose 1,NCT05227196,Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide D Dose 1,NCT05227196,Healthy Volunteers,Novo Nordisk A/S,INDUSTRY
Semaglutide D Dose 2,NCT05227196,Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide D Dose 2,NCT05227196,Healthy Volunteers,Novo Nordisk A/S,INDUSTRY
Semaglutide D Dose 3,NCT05227196,Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide D Dose 3,NCT05227196,Healthy Volunteers,Novo Nordisk A/S,INDUSTRY
Semaglutide Dose 4,NCT05227196,Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide Dose 4,NCT05227196,Healthy Volunteers,Novo Nordisk A/S,INDUSTRY
Semaglutide Dose 5,NCT05227196,Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide Dose 5,NCT05227196,Healthy Volunteers,Novo Nordisk A/S,INDUSTRY
Semaglutide Dose 6,NCT05227196,Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide Dose 6,NCT05227196,Healthy Volunteers,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02064348,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT02064348,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06131372,Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06131372,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT06131372,Chronic Kidney Disease,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01720446,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT01720446,Diabetes,Novo Nordisk A/S,INDUSTRY
Oral semaglutide,NCT05230589,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT03144271,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT03144271,Healthy,Novo Nordisk A/S,INDUSTRY
semaglutide,NCT03144271,Diabetes,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04074161,Obesity,Novo Nordisk A/S,INDUSTRY
Semaglutide,NCT04074161,Overweight,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT04074161,Obesity,Novo Nordisk A/S,INDUSTRY
Placebo (semaglutide),NCT04074161,Overweight,Novo Nordisk A/S,INDUSTRY
Oral Semaglutide,NCT04537624,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY
semaglutide,NCT07040592,HIV,Yale University,OTHER
semaglutide,NCT07040592,Alcohol Use Disorder (AUD),Yale University,OTHER
GLP-1 analogue - semaglutide,NCT04779697,Obesity,Yale University,OTHER
Semaglutide Pen Injector,NCT06411210,Obesity,Yale University,OTHER
Semaglutide Pen Injector,NCT06411210,Diabetes type1,Yale University,OTHER
Semaglutide Pen Injector,NCT05067621,Type 2 Diabetes Mellitus,Yale University,OTHER
Semaglutide Pen Injector,NCT05067621,Impaired Glucose Tolerance,Yale University,OTHER
Semaglutide Pen Injector,NCT05067621,"Obesity, Childhood",Yale University,OTHER
Semaglutide Pen Injector,NCT05067621,Non-Alcoholic Fatty Liver Disease,Yale University,OTHER
Semaglutide,NCT06042153,Type 2 Diabetes,University of Texas Southwestern Medical Center,OTHER
Semaglutide,NCT06042153,End Stage Renal Disease on Dialysis,University of Texas Southwestern Medical Center,OTHER
Semaglutide 2.4 mg,NCT06934655,Pediatric Obesity,Children's Hospital Los Angeles,OTHER
Semaglutide 2.4 mg,NCT06934655,Metabolic and Bariatric Surgery,Children's Hospital Los Angeles,OTHER
Semaglutide 2.4 mg,NCT06934655,Semaglutide,Children's Hospital Los Angeles,OTHER
Semaglutide,NCT03659682,Parkinson Disease,Oslo University Hospital,OTHER
Semaglutide 3 MG [Rybelsus],NCT06913023,Kidney Transplant Recipient,"University Health Network, Toronto",OTHER
Semaglutide 7 MG [Rybelsus],NCT06913023,Kidney Transplant Recipient,"University Health Network, Toronto",OTHER
Semaglutide 14 MG [Rybelsus],NCT06913023,Kidney Transplant Recipient,"University Health Network, Toronto",OTHER
Semaglutide Treatment,NCT05195944,Diabetes Mellitus,"University Health Network, Toronto",OTHER
Semaglutide Treatment,NCT05195944,NASH - Nonalcoholic Steatohepatitis,"University Health Network, Toronto",OTHER
Semaglutide Treatment,NCT05195944,NAFLD,"University Health Network, Toronto",OTHER
Semaglutide Treatment,NCT05195944,Liver Transplant; Complications,"University Health Network, Toronto",OTHER
Semaglutide,NCT04466345,Major Depressive Disorder,"University Health Network, Toronto",OTHER
"Semaglutide, 1.0 mg/mL",NCT05938712,Kidney Transplant Recipients,"University Health Network, Toronto",OTHER
Semaglutide,NCT04383197,Type 2 Diabetes,University of Copenhagen,OTHER
Semaglutide Pen Injector [Ozempic],NCT05071898,Obesity,"University of Maryland, Baltimore",OTHER
Semaglutide Pen Injector [Ozempic],NCT05071898,Diabetes Type 2,"University of Maryland, Baltimore",OTHER
Semaglutide,NCT06691243,HIV,"University of Maryland, Baltimore",OTHER
Semaglutide,NCT06691243,Cocaine Use Disorder,"University of Maryland, Baltimore",OTHER
Semaglutide 14 MG [Rybelsus],NCT05702931,Diabetes,"Rigshospitalet, Denmark",OTHER
Semaglutide 14 MG [Rybelsus],NCT05702931,Hyperglycemia,"Rigshospitalet, Denmark",OTHER
Semaglutide 14 MG [Rybelsus],NCT05702931,Renal Transplant Complication Primary Non-Function,"Rigshospitalet, Denmark",OTHER
Semaglutide,NCT06557811,Acute Myocardial Infarction,University of Sao Paulo General Hospital,OTHER
Semaglutide,NCT06557811,Diabetic Patients,University of Sao Paulo General Hospital,OTHER
Semaglutide,NCT06499857,Atrial Fibrillation,University of Chicago,OTHER
Semaglutide,NCT06499857,Overweight or Obesity,University of Chicago,OTHER
Oral semaglutide,NCT06792422,Glaucoma,"Glostrup University Hospital, Copenhagen",OTHER
Oral semaglutide,NCT06792422,Open-Angle Glaucoma,"Glostrup University Hospital, Copenhagen",OTHER
Oral semaglutide,NCT06792422,Primary Open Angle Glaucoma (POAG),"Glostrup University Hospital, Copenhagen",OTHER
Semaglutide,NCT05671653,Obesity,Pfizer,INDUSTRY
Semaglutide,NCT06914141,"Diabetes Mellitus, Type 2",Brigham and Women's Hospital,OTHER
Semaglutide,NCT06914141,HFpEF - Heart Failure With Preserved Ejection Fraction,Brigham and Women's Hospital,OTHER
Semaglutide,NCT06980623,Type 2 Diabetes,Brigham and Women's Hospital,OTHER
Semaglutide,NCT06980623,Heart Failure,Brigham and Women's Hospital,OTHER
New use of semaglutide injection,NCT06659744,"Diabetes Mellitus, Type 2",Brigham and Women's Hospital,OTHER
New use of semaglutide injection,NCT05577728,"Diabetes Mellitus, Type 2",Brigham and Women's Hospital,OTHER
"New initiation of ""standard of care"" (SGL2i, 2nd generation SU, DPP-4i and GLP-1 RA except for semaglutide inj or oral)",NCT05577728,"Diabetes Mellitus, Type 2",Brigham and Women's Hospital,OTHER
Semaglutide,NCT07096063,Type 2 Diabetes,Brigham and Women's Hospital,OTHER
Semaglutide,NCT07096063,Overweight,Brigham and Women's Hospital,OTHER
Semaglutide,NCT07096063,Cardiovascular (CV) Risk,Brigham and Women's Hospital,OTHER
Semaglutide,NCT05768945,Diabetes,Brigham and Women's Hospital,OTHER
Semaglutide,NCT06914102,"Diabetes Mellitus, Type 2",Brigham and Women's Hospital,OTHER
Semaglutide,NCT06914102,HFpEF - Heart Failure With Preserved Ejection Fraction,Brigham and Women's Hospital,OTHER
Semaglutide,NCT06639464,Opioid Use Disorder,Brigham and Women's Hospital,OTHER
New use of oral semaglutide,NCT06659679,"Diabetes Mellitus, Type 2",Brigham and Women's Hospital,OTHER
Oral semaglutide,NCT06659718,"Diabetes Mellitus, Type 2",Brigham and Women's Hospital,OTHER
"dietary, semaglutide or/and metformin",NCT06182618,Metabolic Syndrome,"Second Affiliated Hospital, School of Medicine, Zhejiang University",OTHER
Semaglutide Pen Injector,NCT05746039,Obesity,University of Pennsylvania,OTHER
Semaglutide Pen Injector,NCT05746039,Chronic Obstructive Pulmonary Disease,University of Pennsylvania,OTHER
Semaglutide Pen Injector,NCT05746039,Interstitial Lung Disease,University of Pennsylvania,OTHER
Semaglutide Pen Injector,NCT05746039,"Sarcoidosis, Pulmonary",University of Pennsylvania,OTHER
Semaglutide Pen Injector,NCT05746039,Pulmonary Hypertension,University of Pennsylvania,OTHER
Semaglutide 2.4 MG/0.75 ML Subcutaneous Solution [WEGOVY],NCT05548647,Obesity,University of Pennsylvania,OTHER
Semaglutide,NCT04216589,HIV Infections,National Institute of Allergy and Infectious Diseases (NIAID),NIH
