sponsor,sponsor_class,trials
"Precigen Actobio T1D, LLC",INDUSTRY,1
"DeveloGen Israel, Ltd.",INDUSTRY,1
Asia Metabolic Surgery Research Group,OTHER,1
Whole Endo,INDUSTRY,1
"Eddii, Inc.",INDUSTRY,1
Harvard Medical School (HMS and HSDM),OTHER,1
Texas AgriLife Extension Service,OTHER,1
The Touro College and University System,OTHER,1
Cadila Pharnmaceuticals,INDUSTRY,1
UK Kidney Association,OTHER,1
Alizyme,INDUSTRY,1
Lady Davis Institute,OTHER,1
Istituto Ortopedico Rizzoli,OTHER,1
Maoquan Li,OTHER,1
Kaydiar Ltd,INDUSTRY,1
Jozef Ukropec,OTHER_GOV,1
Amirhossein Farahmand,OTHER,1
"Islamic Azad University, Sanandaj",OTHER,1
Giovanni Taveggia,OTHER,1
Heidelberg Engineering GmbH,INDUSTRY,1
Instituto para el Desarrollo Biotecnológico y la Innovación S.A.,OTHER,1
Results Group LLC,INDUSTRY,1
Universidade Federal de Ouro Preto,OTHER,1
TABREJ MUJAWAR,OTHER,1
Zanjan University of Medical Sciences,OTHER,1
Calliditas Therapeutics AB,INDUSTRY,1
Akebia Therapeutics,INDUSTRY,1
Eyal Leibovitz,OTHER,1
Dr. Brandy Wicklow,OTHER,1
IRCCS SYNLAB SDN,OTHER,1
George E. Dafoulas,OTHER,1
Security Forces Hospital,OTHER,1
Microbio Co Ltd,INDUSTRY,1
Polish Society of Diabetology,OTHER,1
Eledon Pharmaceuticals,INDUSTRY,1
"Royal Prince Alfred Hospital, Sydney, Australia",OTHER,1
Swedish University of Agricultural Sciences,OTHER,1
Debre Berhan University,OTHER,1
"Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh",OTHER,1
Nantong University,OTHER,1
University of Ghana,OTHER,1
Mansa,OTHER,1
Gonca Incemehmet Tamer,OTHER,1
"Shenzhen MingSight Relin Pharmaceuticals Co., Ltd.",INDUSTRY,1
Shanghai Tong Ren Hospital,OTHER,1
"Bota Bio Co., Ltd.",INDUSTRY,1
Enea Parimbelli,OTHER,1
Klemens Budde,OTHER,1
Abertawe Bro Morgannwg University NHS Trust,OTHER_GOV,1
Mei-fang Huang,OTHER,1
Chuncheon Sacred Heart Hospital,OTHER,1
Listen Trial Group,OTHER,1
University Hospital Birmingham NHS Foundation Trust,OTHER,1
Leon Fogelfeld MD,OTHER_GOV,1
Protina Pharmazeutische GmbH,INDUSTRY,1
Lerdsin General Hospital,OTHER,1
Shu-Mei Chen,OTHER,1
SEAMEO Regional Centre for Food and Nutrition,OTHER,1
Trabzon Arakli Bayram Halil Public Hospital,OTHER,1
Barmherzige Brüder Linz,OTHER,1
Instytut Diabetologii Sp. z o.o.,OTHER,1
Gangnam Severance Hospital,OTHER,1
Kun Hua,OTHER,1
Health Education Research Foundation (HERF),OTHER,1
Sudhalkar Eye Hospital,OTHER,1
"Chaitanya Hospital, Pune",OTHER,1
"Universidad de los Andes, Chile",OTHER,1
María Isabel Espinosa,OTHER,1
Aiyoudong Children and Youth Sports Health Research Institute,OTHER,1
Fondation Ophtalmologique Adolphe de Rothschild,NETWORK,1
"The New Model of Care, Hail Health Cluster",OTHER_GOV,1
"Applied Biologics, LLC",INDUSTRY,1
"Sequence LifeScience, Inc.",INDUSTRY,1
"MiMedx Group, Inc.",INDUSTRY,1
IRCCS Ospedale San Raffaele,OTHER,1
Javier Garcia Campayo,OTHER,1
Jordan University of Science and Technology,OTHER,1
"Millennium Pharmaceuticals, Inc.",INDUSTRY,1
"Dr Olu Bamgbade, MD, FRCPC",OTHER,1
Procter and Gamble,INDUSTRY,1
The First Affiliated Hospital of Xinxiang Medical College,OTHER,1
University of Primorska,OTHER,1
Sadat City University,OTHER,1
AO Clinical Investigation and Publishing Documentation,OTHER,1
Second Affiliated Hospital of Guangzhou Medical University,OTHER,1
Kafrelsheikh University,OTHER,1
Afyonkarahisar Health Sciences University,OTHER,1
Rehabilitation Centre Amsterdam,OTHER,1
Dr. Sefic Eye Polylcinic and Optical Studio,OTHER,1
Universidad Autónoma Benito Juárez de Oaxaca,OTHER,1
Parc Sanitari Pere Virgili,OTHER,1
Alexandra Kautzky-Willer,OTHER,1
University of the Basque Country (UPV/EHU),OTHER,1
Qifu Li,OTHER,1
Eduardo Aleixo Figueira,OTHER,1
North Carolina Central University,OTHER,1
University of Tabuk,OTHER,1
Universidade Federal de Santa Maria,OTHER,1
Janssen Inc.,INDUSTRY,1
"Nicole Ehrhardt, MD",OTHER,1
University Ramon Llull,OTHER,1
GMP Endotherapeutics,INDUSTRY,1
University of Hohenheim,OTHER,1
Wright State University,OTHER,1
Villa dei Gerani,OTHER,1
Peng Wu,OTHER,1
Prof. Roberto Giacomelli,OTHER,1
"Primary Health Care Corporation, Qatar",OTHER_GOV,1
SatRx LLC,INDUSTRY,1
Glaceum,INDUSTRY,1
University of San Francisco,OTHER,1
Erzurum Technical University,OTHER,1
Dr. Danièle Pacaud,INDIV,1
University of Texas Rio Grande Valley,OTHER,1
SINA Health Education and Welfare Trust,OTHER,1
Minneapolis Heart Institute Foundation,OTHER,1
Anji Pharma,INDUSTRY,1
A & U Tibbia College Karol Bagh,OTHER,1
"Dalim BioTech Co., Ltd.",INDUSTRY,1
Universidad del Zulia,OTHER,1
Louise Reagan,OTHER,1
"National Center for Global Health and Medicine, Japan",OTHER_GOV,1
Sanitas University,OTHER,1
Clínica Los Yoses,OTHER,1
"Chandra Osborn, PhD, MPH",INDUSTRY,1
Pediatrix,OTHER,1
"Abraham Hulst, MD, PhD",OTHER,1
Universidad Autonoma de Baja California,OTHER,1
GogyUp Inc,INDUSTRY,1
Mikkel Bring Christensen,OTHER,1
Guanlin Yang,OTHER,1
aya ramadan ashmawy sarhan,OTHER,1
Pusan National University,OTHER,1
"Centocor, Inc.",INDUSTRY,1
Applied Science Private University,OTHER,1
"Nemocnice Břeclav, p.o.",OTHER,1
Korea United Pharm. Inc.,INDUSTRY,1
Sashwati Roy,OTHER,1
Carmen Dietvorst,OTHER,1
Karamanoğlu Mehmetbey University,OTHER,1
Humana Inc.,INDUSTRY,1
Burrell College of Osteopathic Medicine,OTHER,1
"Celltrion Pharm, Inc.",INDUSTRY,1
Nanhua University,OTHER,1
"National Medical Research Center for Cardiology, Ministry of Health of Russian Federation",OTHER_GOV,1
C5 Biomedical,INDUSTRY,1
Hospital de Sao Sebastiao,OTHER,1
Fundacion Investigacion Interhospitalaria Cardiovascular,OTHER,1
"Bostal Drug Delivery Co., Ltd",INDUSTRY,1
"Institute for Atherosclerosis Research, Russia",OTHER,1
Verily Life Sciences LLC,INDUSTRY,1
Tongji Hospital,OTHER,1
"Chia Tai Tianqing Pharmaceutical Group Nanjing Shunxin Pharmaceutical Co., Ltd.",INDUSTRY,1
Eric Hoffman,OTHER,1
Bram Brouwers,OTHER,1
"Koval' O., MD",OTHER,1
Wellbeing Services County of Pirkanmaa,OTHER,1
Paijat-Hame Hospital District,OTHER,1
"Orexigen Therapeutics, Inc",INDUSTRY,1
University of Basel,OTHER,1
"Informed Data Systems, Inc.",INDUSTRY,1
Jesse Nodora,OTHER,1
"Centro Studi Internazionali, Italy",NETWORK,1
Massachusetts Eye and Ear Infirmary,OTHER,1
Sarawak General Hospital,OTHER,1
Cleveland Clinic London,OTHER,1
Mónica Marazuela Azpíroz,OTHER,1
Adam Bataineh,INDUSTRY,1
Pole de Sante Chambery Nord,OTHER,1
Casa Colina Hospital and Centers for Healthcare,OTHER,1
Francisco Carlos López Marquez,OTHER,1
Akcea Therapeutics,INDUSTRY,1
Centre Hospitalier de Saint-Denis,OTHER,1
"Stendhal Americas, S.A.",INDUSTRY,1
Healthcare Innovation Technology Lab,INDUSTRY,1
Dr. Med Anas Taha,OTHER,1
Joyce Lee,OTHER,1
Rubina Qasim,OTHER,1
Centro Medico Nacional Siglo XXI IMSS,OTHER,1
Croatian Society for Endocrinology and Diabology,OTHER,1
Leonardo Paroche de Matos,OTHER,1
Lahey Clinic,OTHER,1
University of Sarajevo,OTHER,1
Mukuba University,OTHER,1
Gaziantep Islam Science and Technology University,OTHER,1
Hallym University Medical Center,OTHER,1
Elizabeth Scharnetzki,OTHER,1
Mohamed Raslan,OTHER,1
Technical University of Madrid,OTHER,1
Instituto Nacional de Rehabilitacion,OTHER_GOV,1
"University Clinical Research Center, Mali",OTHER,1
"Fadoi Foundation, Italy",OTHER,1
Singapore Eye Research Institute,OTHER,1
Signe Schmidt,OTHER,1
Fanfan Zheng,OTHER,1
Ewha Womans University Mokdong Hospital,OTHER,1
"Teatis, Inc",INDUSTRY,1
"Zentrum fuer Zahn-, Mund- und Kieferheilkunde",OTHER,1
"Pharmaceuticals and Medical Devices Agency, Japan",OTHER_GOV,1
University of the Ryukyus,OTHER,1
Henrik Enghusen Poulsen,OTHER,1
Northeastern Ohio Universities College of Medicine,OTHER,1
Centre Hospitalier de Gonesse,OTHER,1
Taylor's University,OTHER,1
Techniker Krankenkasse,OTHER,1
Osmaniye Korkut Ata University,OTHER,1
Chiara Rafanelli,OTHER,1
Harras Pharma Curarina GmbH,INDUSTRY,1
"SBI Pharmaceuticals Co, Ltd.",INDUSTRY,1
Integra LifeSciences Corporation,INDUSTRY,1
Autotelicbio,INDUSTRY,1
Kaneq Bioscience Limited,OTHER,1
Hopital La Rabta,OTHER,1
Nantou Christian Hospital,OTHER,1
Kathmandu University School of Medical Sciences,OTHER,1
"General Health Council, Mexico",OTHER_GOV,1
"National Council of Scientific and Technical Research, Argentina",OTHER_GOV,1
ELAB-Logistics,INDUSTRY,1
Intersectoral Research Unit for Health Services,OTHER_GOV,1
Instituto Tecnologico de Sonora,OTHER,1
BHV Pharma,INDUSTRY,1
Universidad Católica del Maule,OTHER,1
The Society of Bariatric and Metabolic Surgeons of Kazakhstan,OTHER,1
"University of Los Andes, Columbia",OTHER,1
Antea Foundation,OTHER,1
Mª Dolores Rodríguez Garrido,OTHER,1
Vitadio s.r.o.,INDUSTRY,1
"Hanlim Pharm. Co., Ltd.",INDUSTRY,1
Manassas Internal Medicine,OTHER,1
EPI-Q,OTHER,1
Hospital Universitari de Bellvitge,OTHER,1
Menzies School of Health Research,OTHER,1
Rima Obeid,OTHER,1
Regional Health Authority of Sterea & Thessaly,OTHER_GOV,1
Afon Technology,INDUSTRY,1
Bournemouth University,OTHER,1
Martin Huelsmann,OTHER,1
"Nutrition Institute, Slovenia",OTHER,1
Fundación Salutia,OTHER,1
Haydarpasa Numune State Hospital,OTHER,1
Hospital Universitario de Fuenlabrada,OTHER,1
Tabba Heart Institute,OTHER,1
"Dilay AÇIL,PhD",OTHER,1
Jimma University,OTHER,1
Royal Brompton & Harefield NHS Foundation Trust,OTHER,1
Matthew Grout,OTHER,1
"Aucta Technologies, Inc.",INDUSTRY,1
"Military University Hospital, Prague",OTHER,1
"Lata Medical Research Foundation, Nagpur",OTHER,1
Jonathan Sinclair,OTHER,1
"Xuxiang Zhang, MD",OTHER,1
"Konstantinos Makrilakis, MD",OTHER,1
Al-Mustafa University College,OTHER,1
Pakistan Council of Scientific and Industrial Research,OTHER,1
Kumamoto University,OTHER,1
"XP Technology, LLC",OTHER,1
The Christ Hospital,OTHER,1
"Proove Bioscience, Inc.",INDUSTRY,1
DongGuk University,OTHER,1
Corcept Therapeutics,INDUSTRY,1
Kuwait University,OTHER,1
União Educacional do Norte,OTHER,1
Unidad de Investigacion Medica en Enfermedades Renales,OTHER,1
Ancora Health B.V.,INDUSTRY,1
Usman Bin Hameed,OTHER,1
Yeungnam University College of Medicine,OTHER,1
German Federal Institute for Risk Assessment,OTHER,1
National Medical Research Center for Therapy and Preventive Medicine,OTHER_GOV,1
XueQing Yu,OTHER,1
Cambridge Cardiac Care Centre,OTHER,1
Humberto Reynales MD MSc PhD,NETWORK,1
Mohd Khairul Zul Hasymi Firdaus,OTHER,1
Rheoscience A/S,OTHER,1
"Beijing Supreme Life Pharmaceutical Technology Co., Ltd.",INDUSTRY,1
Uplifting Results Labs Inc.,INDUSTRY,1
Fonds de la Recherche en Santé du Québec,OTHER_GOV,1
Dimini Konsortium,OTHER,1
"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",OTHER,1
"Consano Clinical Research, LLC",OTHER,1
Happify Inc.,INDUSTRY,1
Ameen Medical and Dental Center,OTHER,1
University of Talca,OTHER,1
Hygieia Research LLC,OTHER,1
Lawndale Christian Health Center,OTHER,1
iGluco,INDUSTRY,1
Optithera,INDUSTRY,1
Alicia Monreal Bartolomé,OTHER,1
Japan Foundation for the Promotion of International Medical Research Cooperation,OTHER,1
"Cleerly, Inc.",INDUSTRY,1
Hospital Clinico Universitario de Santiago,OTHER,1
Instituto Nacional de Psiquiatría Dr. Ramón de la Fuente,OTHER,1
Eclat Srl.,OTHER,1
"Center for Primary Care and Public Health (Unisante), University of Lausanne, Switzerland",OTHER,1
Sophini Logeswaran,OTHER,1
Hayandra Peduli Foundation,OTHER,1
Universidade Metropolitana de Santos,OTHER,1
TecSalud Investigación Clínica,OTHER,1
"Deborah Wexler, MD",OTHER,1
Gulhane Training and Research Hospital,OTHER_GOV,1
"Bristlecone Behavioral Health, Inc.",INDUSTRY,1
Advanced-J,OTHER,1
Inventiva Pharma,INDUSTRY,1
Vladimir Vuksan,OTHER,1
Certmedica International GmbH,INDUSTRY,1
Jing Tao,OTHER,1
Kerman Medical University,OTHER,1
Kelly Antunes e Silva Oliveira,OTHER,1
LaTonya J. Hickson,OTHER,1
Universiti Tunku Abdul Rahman,OTHER,1
Guangdong Second Provincial General Hospital,OTHER,1
The Second People's Hospital of Foshan,OTHER,1
Paula Watson,OTHER,1
Bespoke Clinical Research,INDUSTRY,1
Universidad Industrial de Santander,OTHER,1
Kiyuk Chang,OTHER,1
"KinDex Pharmaceuticals, Inc.",INDUSTRY,1
Prof. Dr. Folkert W. Asselbergs,OTHER,1
Yousra Hisham Abdel Fattah,OTHER,1
Janssen Pharmaceutical K.K.,INDUSTRY,1
Médipôle Lyon-Villeurbanne,OTHER,1
Majmaah University,OTHER,1
"King Hamad University Hospital, Bahrain",OTHER,1
"Haugaard, Steen Bendix, M.D., DMSc",INDIV,1
Osaka University,OTHER,1
Kyung Hee University Hospital at Gangdong,OTHER,1
"Aptabio Therapeutics, Inc.",INDIV,1
GULIN FINDIKOGLU,OTHER,1
IInstituto Gallego de Medicina Vascular,OTHER,1
Christchurch Hospital,OTHER,1
The Canadian College of Naturopathic Medicine,OTHER,1
Emerald Clinical Inc.,INDUSTRY,1
Helse i Hardanger,OTHER,1
Clarunis - Universitäres Bauchzentrum Basel,OTHER,1
TSH Biopharm Corporation Limited,INDUSTRY,1
MedsPLUS Consulting,OTHER,1
Chungnam National University Hospital,OTHER,1
Prof. Dr. med. Andreas F. H. Pfeiffer,OTHER,1
Uskudar State Hospital,OTHER_GOV,1
Neurim Pharmaceuticals Ltd.,INDUSTRY,1
Jens Rikardt Andersen,OTHER,1
University Malaysia Sarawak,OTHER,1
Medality Medical,INDUSTRY,1
Maria Gabriela Aké Palomo,OTHER,1
University of Hertfordshire,OTHER,1
Hospitalsenheden Vest,OTHER,1
QualiCCare,OTHER,1
Seung Up Kim,OTHER,1
Gather Health India,INDUSTRY,1
Yuwen Zhang,OTHER,1
"University of Witwatersrand, South Africa",OTHER,1
Ward Photonics LLC,INDUSTRY,1
Beijing Institute of Technology,OTHER,1
University of Warmia and Mazury in Olsztyn,OTHER,1
Universiti Brunei Darussalam,OTHER,1
Universidade Estadual de Londrina,OTHER,1
Maxima Medical Center,OTHER,1
ANS Pharma,INDUSTRY,1
Woodinville Psychiatric Associates,OTHER,1
St. Pölten University of Applied Sciences,OTHER,1
Chung-Ang University,OTHER,1
Mersin University,OTHER,1
University of Vic - Central University of Catalonia,OTHER,1
Nazarbayev University,OTHER,1
MediciNova,INDUSTRY,1
Makati Medical Center,OTHER,1
Peter Kristensen,OTHER,1
Black Hills Center for American Indian Health,OTHER,1
Wholesome Wave,OTHER,1
Bio Conscious Technologies Ltd,INDUSTRY,1
Digma Medical Ltd.,INDUSTRY,1
GLWL Research Inc.,OTHER,1
"Qingdao Zhixin Health Technology Co., Ltd.",OTHER,1
Cinnagen,INDUSTRY,1
Seton Healthcare Family,OTHER,1
"Community Wellness Center, West Linn, OR",OTHER,1
Virta Health,INDUSTRY,1
Marathon Family Health Team,OTHER,1
Izmir Bakircay University,OTHER,1
Instituto Tecnologico y de Estudios Superiores de Monterey,OTHER,1
University of Medicine and Pharmacy at Ho Chi Minh City,OTHER,1
Berner Klinik Montana,OTHER,1
Laboratoires Teriak,INDUSTRY,1
University of Salamanca,OTHER,1
"Janssen Scientific Affairs, LLC",INDUSTRY,1
Universidade do Algarve,OTHER,1
Stefan Fischli,OTHER,1
Réseau de soins Delta,OTHER,1
Cantonal Hospital of St. Gallen,OTHER,1
University of Witten/Herdecke,OTHER,1
Hospital Universiti Sains Malaysia,OTHER,1
Instituto Politécnico de Bragança,OTHER,1
Hospital Infantil de Mexico Federico Gomez,OTHER,1
chenfengling,OTHER,1
University of Houston,OTHER,1
Universität Duisburg-Essen,OTHER,1
Hongchang Guo,OTHER,1
Western Kentucky University,OTHER,1
University of Seville,OTHER,1
"Kuhnil Pharmaceutical Co., Ltd.",INDUSTRY,1
Farmacia La Regina s.r.l.,OTHER,1
Baskent University Ankara Hospital,OTHER,1
Habitual Health Ltd,INDUSTRY,1
Metabolics Pharma,INDUSTRY,1
Mira Zuidgeest,OTHER,1
Janssen-Cilag International NV,INDUSTRY,1
Atlas Biomed,INDUSTRY,1
Foundation for Public Health and Epidemiological Research of Venezuela,NETWORK,1
"Morten Hostrup, PhD",OTHER,1
Clinision,OTHER,1
Yunxuan Li,OTHER,1
Fox Chase Cancer Center,OTHER,1
Colorado Prevention Center,OTHER,1
Tracy Jalbuena MD,OTHER,1
"Korle-Bu Teaching Hospital, Accra, Ghana",OTHER,1
Azienda Ospedaliera di Perugia,OTHER,1
Jose Seijas Amigo,OTHER,1
Samita Garg,OTHER,1
Children's Oncology Group,NETWORK,1
Semmelweis University Heart and Vascular Center,OTHER,1
Natalia Valadares de Moraes,OTHER,1
"Nick Giannoukakis, PhD",OTHER,1
Semnan University of Medical Sciences,OTHER,1
"Center for Diabetes, Copenhagen Municipality",OTHER_GOV,1
Konkuk University Medical Center,OTHER,1
"Max Institute of Minimally Access, Metabolic & Bariatric Surgery",OTHER,1
Kitasato University,OTHER,1
"Southeast University, China",OTHER,1
Giuditta Benincasa,OTHER,1
Repros Therapeutics Inc.,INDUSTRY,1
Universidad Dr. José Matías Delgado,OTHER,1
Zhibin Xu,OTHER,1
University Clinical Centre of Kosova,OTHER,1
Yabao Pharmaceutical Group,INDUSTRY,1
Hanyang University,OTHER,1
B & Y Technologies,INDUSTRY,1
Al-Neelain University,OTHER,1
Catholic Kwandong University,OTHER,1
"Orient Europharma Co., Ltd.",INDUSTRY,1
Prosidion Ltd.,INDUSTRY,1
Cytos Biotechnology AG,INDUSTRY,1
"Nang Kuang Pharmaceutical Co., Ltd.",INDUSTRY,1
Shanghai University of Traditional Chinese Medicine,OTHER,1
Petter Bjornstad,OTHER,1
Saitama Medical University,OTHER,1
Luiz Antonio Pugliesi Alves de Lima,OTHER,1
"Sumitomo Pharma America, Inc.",INDUSTRY,1
"Genovate Biotechnology Co., Ltd.,",INDUSTRY,1
Ardelyx,INDUSTRY,1
Marianne Andersen,OTHER,1
Thames Valley University,OTHER,1
Merete Bechmann Christensen,OTHER,1
Hospital Sirio-Libanes,OTHER,1
National Institute of Nursing Research (NINR),NIH,1
Adwin Life Care,INDUSTRY,1
Basque Culinary Center Fundazioa,OTHER,1
Robert C. Atkins Foundation,OTHER,1
Emine KAPLAN SERIN,OTHER,1
Klick Inc.,INDUSTRY,1
Hospital Nossa Senhora da Conceicao,OTHER,1
Showa University,OTHER,1
dr. DJ Mulder,OTHER,1
Saniona,INDUSTRY,1
Yating Liu,OTHER,1
Sandra Sobel,OTHER,1
"Tobira Therapeutics, Inc.",INDUSTRY,1
Dr. Milan Gupta,OTHER,1
Swiss Tropical & Public Health Institute,OTHER,1
University of Trás-os-Montes and Alto Douro,OTHER,1
Regor Pharmaceuticals Inc.,INDUSTRY,1
Moahad S Dar,OTHER,1
"Sciwind Biosciences USA Co., Ltd.",INDUSTRY,1
German Cancer Research Center,OTHER,1
"Teva Branded Pharmaceutical Products R&D, Inc.",INDUSTRY,1
Thiruvananthapuram Medical College,OTHER,1
Sun Pharmaceutical Industries Limited,INDUSTRY,1
"Bethesda General Hospital, Hoogeveen",OTHER,1
"Chinese Academy of Medical Sciences, Fuwai Hospital",OTHER,1
AstraZeneca Turkey,INDUSTRY,1
Peking University Aerospace Center Hospital,OTHER,1
Genmedica Therapeutics S.L.,INDUSTRY,1
Baltimore VA Medical Center,FED,1
Glenmark Pharmaceuticals Europe Ltd. (R&D),INDUSTRY,1
Era's Lucknow Medical College,OTHER,1
Arab American University (Palestine),OTHER,1
Xuefeng Yu,OTHER,1
Ohio State University Comprehensive Cancer Center,OTHER,1
Xiqiao Zhou,OTHER,1
Dr. Behnood Abbasi,OTHER,1
Rocky Mountain Diabetes and Osteoporosis Center,INDUSTRY,1
"North Shore Hospital, New Zealand",OTHER,1
Wang Siqi,OTHER,1
Targacept Inc.,INDUSTRY,1
Dr. José Fernando Vilela-Martin MD PhD,OTHER,1
Na Liu,OTHER,1
Royal Perth Hospital,OTHER,1
Hospital Universitario Getafe,OTHER,1
Hospital Universitario Central de Asturias,OTHER,1
Harbor Therapeutics,INDUSTRY,1
Cabinet Medical,OTHER,1
"Centre for Chronic Disease Control, India",OTHER,1
Guerbet,INDUSTRY,1
University of Otago,OTHER,1
QL Biopharmaceutical Australia Pty Ltd,INDUSTRY,1
Marja-Riitta Taskinen,OTHER,1
KRJG Services Inc.,OTHER,1
"Cheryl Rosenfeld, DO",OTHER,1
"Royal Victoria Hospital, Canada",OTHER,1
Tomsk National Research Medical Center of the Russian Academy of Sciences,OTHER,1
James King,OTHER,1
Sao Jose do Rio Preto Medical School,OTHER,1
Titilayo O Fakeye,OTHER,1
Nazrat Mirza,OTHER,1
Kurume University,OTHER,1
Edgar National Centre for Diabetes Research,OTHER,1
Kanazawa University,OTHER,1
"Lannett Company, Inc.",INDUSTRY,1
AdventHealth,OTHER,1
Universidade Federal de Santa Catarina,OTHER,1
Wenwen Yin,OTHER,1
Li-Li Chen,OTHER,1
Concert Pharmaceuticals,INDUSTRY,1
Li Guangwei,OTHER,1
International Islamic University Malaysia,OTHER,1
Stefano Trastulli,OTHER,1
CureDM,INDUSTRY,1
Li Bo,OTHER,1
Leilei Zhu,OTHER,1
"Chengdu Brilliant Pharmaceutical Co., Ltd.",INDUSTRY,1
Victor Novack,OTHER,1
Bozyaka Training and Research Hospital,OTHER,1
Arlene Schmid,OTHER,1
Faculty of Dental Medicine for Girls,OTHER_GOV,1
Héctor Iván Saldívar Cerón,OTHER,1
Udayana University,OTHER,1
ProMedica Health System,OTHER,1
IMS HEALTH GmbH & Co. OHG,INDUSTRY,1
"Rajarata University, Sri Lanka",OTHER,1
Albany College of Pharmacy and Health Sciences,OTHER,1
Chinese Diabetes Society,OTHER,1
Andina Setyawati,OTHER,1
Ilayda Kayapinar,OTHER,1
"Kowa Company, Ltd.",INDUSTRY,1
Shanghai Jiao Tong University Affiliated Sixth People's Hospital,OTHER,1
"Bantle, John P., MD",INDIV,1
"Dennis G. Karounos, M.D.",FED,1
Alizé Pharma,INDUSTRY,1
Taiwan Resonant Waves Research Corporation,INDUSTRY,1
Medidata Solutions,INDUSTRY,1
Malaysia Palm Oil Board,OTHER_GOV,1
Canadian Heart Research Centre,OTHER,1
"International Diabetes Institute, Australia",OTHER,1
Maya Guglin,OTHER,1
LaborMed Pharma S.A.,INDUSTRY,1
Queen Elizabeth II Health Sciences Centre,OTHER,1
Okayama University,OTHER,1
McKenzie Health System,OTHER,1
Instituto de Ciencia y Tecnología de Alimentos y Nutrición,OTHER_GOV,1
Ildiko Lingvay,OTHER,1
Kolding Sygehus,OTHER,1
Institut de Recherches Internationales Servier,OTHER,1
Aparecida Maria Catai,OTHER,1
Ofra Kalter-Leibovici MD,OTHER_GOV,1
Maria Eugenia Galván Plata,OTHER_GOV,1
Karina Vejrum Sørensen,OTHER,1
Riverside University Health System Medical Center,OTHER,1
Slotervaart Hospital,OTHER,1
Lin Liao,OTHER,1
Sound Shore Medical Center of Westchester,OTHER,1
"Peptron, Inc.",INDUSTRY,1
First Affiliated Hospital of Jinan University,OTHER,1
Liaoning University of Traditional Chinese Medicine,OTHER,1
"Pacira Pharmaceuticals, Inc",INDUSTRY,1
Tirang R. Neyestani,OTHER,1
Nycomed,INDUSTRY,1
David Bradley MD,OTHER,1
Ankara University,OTHER,1
Läkarexpressen AB,INDUSTRY,1
"TWi Biotechnology, Inc.",INDUSTRY,1
Thomas Nystrom,OTHER,1
Cheng Qing-feng,OTHER,1
Otsuka Beijing Research Institute,INDUSTRY,1
Italian Society of Diabetology,OTHER,1
University of Dhaka,OTHER,1
John Hunter Hospital,OTHER_GOV,1
Dra. Olga Graciela Cantu Rodriguez,OTHER,1
Anu Sharma,OTHER,1
Liverpool Hope University,OTHER,1
Tao Yuan，MD,OTHER,1
"Metabolic Research Institute, Inc.",OTHER,1
"S-Evans Biosciences Co., Ltd.",INDUSTRY,1
Hellenic Institute for the Study of Sepsis,OTHER,1
Duquesne University,OTHER,1
Avotres Inc.,INDUSTRY,1
"Anelixis Therapeutics, LLC",INDUSTRY,1
Christian Meier,OTHER,1
University of Alicante,OTHER,1
Medical University of Sofia,OTHER,1
University of Bristol,OTHER,1
NHS Lothian,OTHER_GOV,1
Gold Coast Hospital and Health Service,OTHER_GOV,1
Fernando Sebastián Valles,OTHER,1
"Estar Medical dba Medical Technologies, LTD",INDUSTRY,1
"Children's Hospital and Health System Foundation, Wisconsin",OTHER,1
Cumhuriyet University,OTHER,1
Kaplan Medical Center,OTHER,1
"COUR Pharmaceutical Development Company, Inc.",INDUSTRY,1
"Mesoblast, Inc.",INDUSTRY,1
Sernova Corp,INDUSTRY,1
Northampton General Hospital NHS Trust,OTHER,1
Tulane University Health Sciences Center,OTHER,1
Korey Hood,OTHER,1
Frantisek Saudek,OTHER_GOV,1
Luna Diabetes,INDUSTRY,1
"Daniel Chernavvsky, MD",OTHER,1
Peter Bang,OTHER,1
Grifols Therapeutics LLC,INDUSTRY,1
Pediatric Clinical Research Platform,OTHER,1
Universidad del Desarrollo,OTHER,1
Young Shin Song,OTHER,1
Steen Andersen,OTHER,1
Margaret Lawson,OTHER,1
